"emp_no","first_name","last_name","title","from_date","to_date"
272930,"Sasan","Hoogerwoord","Senior Staff","1998-12-05","9999-01-01"
272932,"Szabolcs","Veccia","Staff","1998-09-21","2000-01-27"
272934,"Xumin","Senzako","Senior Staff","1997-09-12","9999-01-01"
272934,"Xumin","Senzako","Staff","1989-09-12","1997-09-12"
272937,"Utpal","Champarnaud","Engineer","1996-07-29","1997-10-15"
272940,"Mohua","Heuter","Staff","1998-09-28","9999-01-01"
272943,"Temple","Gewali","Senior Staff","1993-02-19","9999-01-01"
272945,"Tran","Mayerwieser","Engineer","1996-05-03","2002-05-03"
272945,"Tran","Mayerwieser","Senior Engineer","2002-05-03","9999-01-01"
272947,"Kirk","Basawa","Senior Staff","1988-07-24","9999-01-01"
272957,"Rafols","Jonsson","Engineer","1990-03-28","1995-01-26"
272958,"Marc","Chepyzhov","Engineer","1988-08-13","1993-08-13"
272958,"Marc","Chepyzhov","Senior Engineer","1993-08-13","9999-01-01"
272961,"Prodip","Danner","Senior Staff","1995-07-29","9999-01-01"
272961,"Prodip","Danner","Staff","1988-07-28","1995-07-29"
272963,"Berthier","Berztiss","Senior Engineer","1996-07-30","9999-01-01"
272968,"Martien","Murrill","Senior Staff","2000-09-28","9999-01-01"
272968,"Martien","Murrill","Staff","1992-09-28","2000-09-28"
272970,"Constantine","Bolsens","Technique Leader","1995-06-30","1997-08-11"
272972,"Rafael","Conia","Engineer","1999-01-21","9999-01-01"
272974,"Waiman","Klerer","Senior Staff","1993-12-17","9999-01-01"
272974,"Waiman","Klerer","Staff","1988-12-17","1993-12-17"
272975,"Sungwon","Armand","Technique Leader","1988-08-03","2001-05-13"
272976,"Augustine","Hiraishi","Staff","1999-02-26","9999-01-01"
272984,"Marc","Isard","Engineer","1986-12-04","1993-12-04"
272984,"Marc","Isard","Senior Engineer","1993-12-04","2001-08-03"
272988,"Guttorm","Gyorkos","Senior Staff","1999-05-11","9999-01-01"
272988,"Guttorm","Gyorkos","Staff","1990-05-11","1999-05-11"
272990,"Mahendra","Ernst","Assistant Engineer","1994-12-17","9999-01-01"
272991,"Heejo","Gerlach","Engineer","1985-08-13","1991-08-13"
272991,"Heejo","Gerlach","Senior Engineer","1991-08-13","9999-01-01"
272992,"Spyrose","Streng","Engineer","1998-01-24","9999-01-01"
272995,"Yuping","Lampe","Senior Staff","1985-06-18","9999-01-01"
273002,"Guiseppe","Middleton","Senior Engineer","1993-04-30","1994-10-06"
273003,"Pantung","Rotem","Senior Staff","1992-07-13","9999-01-01"
273003,"Pantung","Rotem","Staff","1985-07-13","1992-07-13"
273004,"Sedat","Brlek","Engineer","1999-01-15","9999-01-01"
273007,"Yuqun","Ghemri","Engineer","1986-12-15","1995-12-15"
273007,"Yuqun","Ghemri","Senior Engineer","1995-12-15","9999-01-01"
273012,"Boutros","Marrevee","Technique Leader","1995-12-27","9999-01-01"
273013,"Taisook","Rodiger","Senior Staff","1990-06-12","9999-01-01"
273013,"Taisook","Rodiger","Staff","1985-06-12","1990-06-12"
273015,"Parviz","Blokdijk","Senior Staff","1989-11-21","9999-01-01"
273019,"Lucian","Lampe","Senior Staff","1994-09-05","9999-01-01"
273023,"Masasuke","Francisci","Engineer","1992-06-03","2000-06-03"
273023,"Masasuke","Francisci","Senior Engineer","2000-06-03","9999-01-01"
273025,"Petter","Preusig","Technique Leader","1994-01-14","9999-01-01"
273032,"Jongsuk","Miyakawa","Senior Engineer","1989-07-21","9999-01-01"
273033,"Caolyn","Argence","Engineer","1992-03-22","1999-03-23"
273033,"Caolyn","Argence","Senior Engineer","1999-03-23","9999-01-01"
273037,"Hongzue","Bernini","Senior Staff","1993-04-24","9999-01-01"
273037,"Hongzue","Bernini","Staff","1985-04-24","1993-04-24"
273040,"Tayeb","Nanard","Staff","1988-12-18","1991-06-23"
273043,"Constantine","Massonet","Senior Engineer","1990-08-23","9999-01-01"
273047,"Suzette","Ressouche","Senior Staff","1996-05-16","9999-01-01"
273047,"Suzette","Ressouche","Staff","1991-05-17","1996-05-16"
273048,"Jaihie","Oehlmann","Engineer","1991-11-23","1996-11-22"
273048,"Jaihie","Oehlmann","Senior Engineer","1996-11-22","9999-01-01"
273049,"Luisa","Poupard","Senior Staff","1998-11-21","2001-12-08"
273049,"Luisa","Poupard","Staff","1989-11-21","1998-11-21"
273052,"Lihong","Gajiwala","Assistant Engineer","1998-09-23","9999-01-01"
273053,"Jiong","Hofstetter","Engineer","1990-01-11","1997-01-11"
273053,"Jiong","Hofstetter","Senior Engineer","1997-01-11","9999-01-01"
273060,"Kitty","Riefers","Assistant Engineer","1993-09-03","1998-09-03"
273060,"Kitty","Riefers","Engineer","1998-09-03","9999-01-01"
273063,"Tsz","Zuberek","Senior Staff","1998-12-03","9999-01-01"
273063,"Tsz","Zuberek","Staff","1992-12-03","1998-12-03"
273065,"Vasiliy","Luff","Engineer","1991-11-03","1996-12-09"
273067,"Matk","Barinka","Senior Staff","1995-01-04","9999-01-01"
273067,"Matk","Barinka","Staff","1987-01-04","1995-01-04"
273068,"Arfst","Ramaiah","Senior Staff","2001-01-28","9999-01-01"
273068,"Arfst","Ramaiah","Staff","1993-01-28","2001-01-28"
273070,"Bouchung","Ozery","Technique Leader","1995-12-17","9999-01-01"
273074,"Shushma","Constantine","Senior Engineer","1998-02-08","9999-01-01"
273075,"Nagui","Kuszyk","Technique Leader","1999-12-21","9999-01-01"
273079,"Danny","Tsunoo","Engineer","1995-12-19","9999-01-01"
273081,"Tsuneo","Hinsberger","Senior Staff","1997-06-27","2001-04-07"
273083,"Kazuhito","Vitiello","Engineer","1993-01-31","1998-01-31"
273083,"Kazuhito","Vitiello","Senior Engineer","1998-01-31","9999-01-01"
273084,"IEEE","Gulla","Staff","1999-08-04","9999-01-01"
273092,"Snehasis","Hoogerwoord","Senior Engineer","1985-07-08","9999-01-01"
273095,"Souichi","dAstous","Senior Staff","1999-08-20","9999-01-01"
273095,"Souichi","dAstous","Staff","1994-08-20","1999-08-20"
273097,"Fumiya","Hoppenstand","Engineer","1999-03-31","9999-01-01"
273098,"Ronghao","Viele","Engineer","1997-08-01","9999-01-01"
273102,"Spyrose","Goodrum","Engineer","1999-08-29","9999-01-01"
273103,"Candida","Pelc","Engineer","1991-11-17","1998-11-23"
273105,"Tuval","Basart","Senior Staff","1995-01-06","9999-01-01"
273105,"Tuval","Basart","Staff","1990-01-06","1995-01-06"
273107,"Richard","Ligten","Staff","1995-03-24","1995-12-08"
273108,"Zhiguo","Murtafg","Engineer","1988-09-28","1993-09-28"
273108,"Zhiguo","Murtafg","Senior Engineer","1993-09-28","9999-01-01"
273109,"Demos","Linnainmaa","Staff","1999-06-24","9999-01-01"
273113,"Mihalis","Rosay","Senior Engineer","1995-11-24","9999-01-01"
273115,"Morrie","Usery","Staff","1995-08-09","9999-01-01"
273120,"Alejandro","Imataki","Senior Staff","1996-02-26","9999-01-01"
273126,"Shaz","Rissland","Engineer","1986-09-16","1993-09-11"
273127,"Susanna","Fujisaki","Assistant Engineer","1999-03-15","9999-01-01"
273128,"Xianlong","Schwabacher","Engineer","1992-04-16","2000-04-16"
273128,"Xianlong","Schwabacher","Senior Engineer","2000-04-16","9999-01-01"
273129,"Sumant","Whitcomb","Senior Staff","1996-12-13","9999-01-01"
273129,"Sumant","Whitcomb","Staff","1991-12-14","1996-12-13"
273132,"Dmitry","Munro","Engineer","1988-08-28","1995-08-29"
273132,"Dmitry","Munro","Senior Engineer","1995-08-29","9999-01-01"
273136,"Itzchak","Sidje","Senior Staff","1994-09-13","9999-01-01"
273136,"Itzchak","Sidje","Staff","1987-09-13","1994-09-13"
273138,"Mizuhito","Rebaine","Senior Staff","1994-01-19","9999-01-01"
273138,"Mizuhito","Rebaine","Staff","1986-01-19","1994-01-19"
273144,"Vasilii","Leivant","Staff","1994-10-20","1995-07-03"
273146,"Arnd","Kaelbling","Engineer","1988-05-26","1995-05-27"
273146,"Arnd","Kaelbling","Senior Engineer","1995-05-27","1997-11-13"
273155,"Ung","Loncour","Senior Engineer","1994-11-02","9999-01-01"
273157,"Maik","Valtorta","Senior Staff","1994-04-10","9999-01-01"
273157,"Maik","Valtorta","Staff","1988-04-10","1994-04-10"
273158,"Kristinn","McClurg","Senior Engineer","1989-07-05","9999-01-01"
273162,"Jayesh","Trachtenberg","Staff","1998-02-24","9999-01-01"
273173,"Maha","Farris","Senior Staff","1986-01-24","1995-10-09"
273177,"Shao","Eickenmeyer","Engineer","1987-04-17","1992-04-16"
273177,"Shao","Eickenmeyer","Senior Engineer","1992-04-16","9999-01-01"
273181,"Etsuo","Isard","Engineer","1986-11-18","1993-11-18"
273181,"Etsuo","Isard","Senior Engineer","1993-11-18","9999-01-01"
273196,"Heeju","Honiden","Staff","1989-02-16","1992-06-30"
273198,"Martijn","Conti","Engineer","1986-04-06","1987-06-24"
273201,"Feipei","Molenkamp","Senior Engineer","1988-08-18","9999-01-01"
273208,"Uta","Delgrange","Engineer","1985-09-17","1993-09-17"
273208,"Uta","Delgrange","Senior Engineer","1993-09-17","9999-01-01"
273213,"Masako","Sommen","Senior Staff","1985-05-06","9999-01-01"
273216,"Tristan","Cannata","Senior Engineer","1995-02-12","9999-01-01"
273218,"Adel","Picci","Staff","1998-06-01","9999-01-01"
273219,"Arlette","Zirintsis","Staff","1997-12-29","9999-01-01"
273223,"Ult","Simkin","Senior Engineer","1996-02-26","1998-12-11"
273225,"Jeong","Zolotykh","Senior Staff","1994-11-16","9999-01-01"
273225,"Jeong","Zolotykh","Staff","1986-11-16","1994-11-16"
273227,"Ulf","Bratten","Staff","2000-01-30","9999-01-01"
273231,"Mong","Schlegelmilch","Senior Staff","1992-06-25","9999-01-01"
273232,"Mamdouh","Soicher","Staff","1999-10-12","2000-07-15"
273234,"Moto","Pettis","Assistant Engineer","1987-10-21","1995-10-21"
273234,"Moto","Pettis","Engineer","1995-10-21","9999-01-01"
273235,"Ramya","Ernst","Senior Staff","2001-07-12","9999-01-01"
273235,"Ramya","Ernst","Staff","1992-07-12","2001-07-12"
273238,"Yefim","Kamble","Staff","1995-08-06","1999-03-23"
273240,"Cordelia","Brendel","Senior Staff","1988-10-16","9999-01-01"
273242,"Jianhao","Straney","Staff","1997-02-18","1999-02-23"
273243,"Aloke","Collette","Senior Staff","1999-11-06","9999-01-01"
273243,"Aloke","Collette","Staff","1991-11-06","1999-11-06"
273245,"Gil","Teitelbaum","Engineer","1996-03-28","2002-03-28"
273245,"Gil","Teitelbaum","Senior Engineer","2002-03-28","9999-01-01"
273247,"Filipp","Kinley","Engineer","1995-09-09","2000-10-05"
273250,"Martien","Nergos","Staff","1999-11-01","9999-01-01"
273253,"Radhika","Zielinski","Staff","1999-06-26","9999-01-01"
273255,"Neven","Haumacher","Senior Staff","2001-06-14","9999-01-01"
273255,"Neven","Haumacher","Staff","1995-06-15","2001-06-14"
273264,"Tonny","Broder","Senior Staff","2002-05-24","9999-01-01"
273264,"Tonny","Broder","Staff","1997-05-24","2002-05-24"
273266,"Aiman","Manderick","Staff","1996-11-03","9999-01-01"
273276,"Maya","Makrucki","Assistant Engineer","1988-02-27","1995-02-27"
273276,"Maya","Makrucki","Engineer","1995-02-27","2002-02-27"
273276,"Maya","Makrucki","Senior Engineer","2002-02-27","9999-01-01"
273277,"Renny","Douceur","Senior Staff","1996-12-28","9999-01-01"
273277,"Renny","Douceur","Staff","1988-12-28","1996-12-28"
273285,"Mabhin","Beetstra","Technique Leader","1998-06-08","9999-01-01"
273289,"Zhiwei","Gulik","Engineer","1987-05-09","1987-07-07"
273291,"Dante","Cullers","Staff","1996-10-10","9999-01-01"
273292,"Rance","Conde","Senior Staff","1991-04-09","1995-11-23"
273292,"Rance","Conde","Staff","1986-04-09","1991-04-09"
273293,"Koldo","Gornas","Senior Engineer","1987-08-11","9999-01-01"
273296,"Tokuyasu","Journel","Engineer","1999-08-28","9999-01-01"
273298,"Gennady","Claffy","Engineer","1986-12-19","1992-12-18"
273298,"Gennady","Claffy","Senior Engineer","1992-12-18","9999-01-01"
273299,"Takushi","Kalorkoti","Staff","1986-06-21","1987-09-23"
273300,"Tzu","Katiyar","Engineer","1999-09-06","9999-01-01"
273304,"Conrado","Melichar","Engineer","1995-09-21","9999-01-01"
273306,"Ziyad","Otillio","Technique Leader","1987-05-15","9999-01-01"
273311,"Domenico","Garnier","Senior Staff","1998-04-20","9999-01-01"
273311,"Domenico","Garnier","Staff","1992-04-20","1998-04-20"
273312,"Shahaf","Sankaranarayanan","Staff","1996-02-27","1998-01-30"
273318,"Baoqiu","Marrakchi","Staff","1995-05-02","9999-01-01"
273322,"Jaana","Lagarias","Senior Staff","1985-03-23","9999-01-01"
273323,"Toshiko","Masand","Engineer","1991-02-24","1996-02-24"
273323,"Toshiko","Masand","Senior Engineer","1996-02-24","1996-05-11"
273325,"Shir","Rohrbach","Senior Staff","2001-07-06","9999-01-01"
273325,"Shir","Rohrbach","Staff","1993-07-06","2001-07-06"
273326,"Aksel","Gulik","Senior Staff","1995-01-14","9999-01-01"
273326,"Aksel","Gulik","Staff","1986-01-14","1995-01-14"
273329,"Fumiyo","Scharstein","Staff","1999-04-29","9999-01-01"
273333,"Jungsoon","Luff","Senior Staff","1996-07-17","9999-01-01"
273333,"Jungsoon","Luff","Staff","1988-07-17","1996-07-17"
273339,"Mayuko","Luff","Assistant Engineer","1991-03-24","2000-03-23"
273339,"Mayuko","Luff","Engineer","2000-03-23","9999-01-01"
273343,"Elzbieta","Comyn","Senior Staff","1995-12-24","9999-01-01"
273343,"Elzbieta","Comyn","Staff","1989-12-24","1995-12-24"
273344,"Christ","Heiserman","Technique Leader","1992-09-23","9999-01-01"
273346,"Jordanka","Percebois","Senior Engineer","1993-02-10","9999-01-01"
273350,"Huei","Kalefeld","Engineer","1996-06-20","1999-01-22"
273351,"Kolar","Tanemo","Engineer","1998-03-09","9999-01-01"
273352,"Sanjay","Molenkamp","Assistant Engineer","1988-05-26","1994-05-26"
273352,"Sanjay","Molenkamp","Engineer","1994-05-26","2000-05-25"
273352,"Sanjay","Molenkamp","Senior Engineer","2000-05-25","9999-01-01"
273360,"Kellie","Bade","Senior Engineer","1985-05-04","9999-01-01"
273367,"Shalesh","Munawer","Engineer","1985-02-03","1990-02-03"
273367,"Shalesh","Munawer","Senior Engineer","1990-02-03","9999-01-01"
273368,"Koichi","Pargas","Engineer","1997-11-01","9999-01-01"
273370,"Subhada","Ranze","Senior Staff","1998-10-23","9999-01-01"
273370,"Subhada","Ranze","Staff","1992-10-23","1998-10-23"
273381,"Yongmao","Bolsens","Engineer","1998-01-10","1998-01-22"
273383,"Ekawit","Marsiglia","Senior Staff","1989-07-02","9999-01-01"
273384,"Arra","Terkki","Staff","1997-04-08","9999-01-01"
273392,"Thanasis","Eldridge","Staff","1998-07-10","9999-01-01"
273393,"Herbert","Krohm","Engineer","1992-11-03","2000-11-03"
273393,"Herbert","Krohm","Senior Engineer","2000-11-03","9999-01-01"
273395,"Mabhin","Jahnichen","Senior Engineer","1989-11-14","9999-01-01"
273398,"Masamitsu","Bolsens","Assistant Engineer","1987-12-06","1993-12-05"
273398,"Masamitsu","Bolsens","Engineer","1993-12-05","1999-12-05"
273398,"Masamitsu","Bolsens","Senior Engineer","1999-12-05","9999-01-01"
273399,"Shalesh","Lovengreen","Engineer","1993-07-05","2000-07-05"
273399,"Shalesh","Lovengreen","Senior Engineer","2000-07-05","9999-01-01"
273400,"Berni","Hegner","Senior Engineer","1987-02-05","9999-01-01"
273406,"Hitofumi","Randt","Engineer","1986-09-05","1992-09-04"
273406,"Hitofumi","Randt","Senior Engineer","1992-09-04","9999-01-01"
273409,"Nectarios","Camarinopoulos","Senior Staff","2001-07-17","9999-01-01"
273409,"Nectarios","Camarinopoulos","Staff","1994-07-17","2001-07-17"
273411,"Tetsushi","Fabrizio","Staff","1999-10-21","2000-02-09"
273414,"Kayoko","Kemmerer","Engineer","1995-02-23","2001-02-22"
273414,"Kayoko","Kemmerer","Senior Engineer","2001-02-22","9999-01-01"
273422,"Roded","Encarnacion","Engineer","1988-06-28","1993-06-28"
273422,"Roded","Encarnacion","Senior Engineer","1993-06-28","1997-05-24"
273425,"Martina","Bottner","Senior Engineer","1987-09-23","9999-01-01"
273427,"Arvind","Melski","Engineer","1990-03-08","1998-03-08"
273427,"Arvind","Melski","Senior Engineer","1998-03-08","9999-01-01"
273429,"Abdulah","Lovengreen","Engineer","1994-04-22","2000-04-21"
273429,"Abdulah","Lovengreen","Senior Engineer","2000-04-21","9999-01-01"
273433,"Flemming","Stellhorn","Senior Staff","1995-01-06","9999-01-01"
273433,"Flemming","Stellhorn","Staff","1990-01-06","1995-01-06"
273435,"Becky","Serov","Senior Staff","1995-12-28","9999-01-01"
273435,"Becky","Serov","Staff","1990-12-28","1995-12-28"
273444,"Toshimori","Zallocco","Staff","1996-12-25","2000-09-10"
273447,"Saddek","Bonifati","Senior Staff","1990-03-28","9999-01-01"
273448,"DAIDA","Fairtlough","Senior Engineer","1987-11-04","1988-11-30"
273450,"Marco","Randt","Senior Engineer","1999-08-08","9999-01-01"
273469,"Moheb","Perin","Engineer","1989-03-24","1996-03-24"
273469,"Moheb","Perin","Senior Engineer","1996-03-24","9999-01-01"
273472,"Gaurav","Knightly","Senior Staff","2001-11-15","9999-01-01"
273472,"Gaurav","Knightly","Staff","1996-11-15","2001-11-15"
273475,"Peternela","Baig","Engineer","1997-12-20","9999-01-01"
273476,"Mong","Falster","Senior Staff","1990-06-07","9999-01-01"
273477,"Shaowen","Validov","Engineer","1994-03-15","2002-03-15"
273477,"Shaowen","Validov","Senior Engineer","2002-03-15","9999-01-01"
273485,"Leif","Hmelo","Engineer","1994-10-04","1999-10-04"
273485,"Leif","Hmelo","Senior Engineer","1999-10-04","2000-11-01"
273491,"Tsz","Pappas","Assistant Engineer","1992-08-02","1998-08-02"
273491,"Tsz","Pappas","Engineer","1998-08-02","9999-01-01"
273495,"Kristen","Frijda","Engineer","1993-08-08","2000-08-08"
273495,"Kristen","Frijda","Senior Engineer","2000-08-08","9999-01-01"
273497,"Mantis","Birdsall","Senior Staff","1993-02-14","9999-01-01"
273497,"Mantis","Birdsall","Staff","1986-02-14","1993-02-14"
273511,"Surveyors","Lundstrom","Staff","1998-10-30","9999-01-01"
273513,"Chiranjit","Luan","Staff","1997-03-13","2001-03-24"
273523,"Stepehn","Birsak","Senior Staff","1999-05-29","9999-01-01"
273523,"Stepehn","Birsak","Staff","1992-05-28","1999-05-29"
273527,"IEEE","Kolinko","Senior Staff","1998-02-18","9999-01-01"
273527,"IEEE","Kolinko","Staff","1990-02-18","1998-02-18"
273530,"Xinyu","Kavraki","Senior Staff","2001-02-15","9999-01-01"
273530,"Xinyu","Kavraki","Staff","1994-02-15","2001-02-15"
273532,"Sivanarayana","Bonifati","Senior Staff","1997-12-22","9999-01-01"
273532,"Sivanarayana","Bonifati","Staff","1990-12-22","1997-12-22"
273537,"Djelloul","Georg","Staff","1998-12-15","2000-10-20"
273540,"Karoline","Anick","Senior Staff","2002-03-22","9999-01-01"
273540,"Karoline","Anick","Staff","1997-03-22","2002-03-22"
273545,"Gianluca","Cooley","Assistant Engineer","1994-07-22","1999-07-22"
273545,"Gianluca","Cooley","Engineer","1999-07-22","1999-08-12"
273547,"Mohammed","Melichar","Senior Engineer","1988-01-29","9999-01-01"
273549,"Sastry","Paludetto","Engineer","1991-12-29","1996-12-28"
273549,"Sastry","Paludetto","Senior Engineer","1996-12-28","9999-01-01"
273553,"Leaf","Kroha","Staff","1999-04-20","2001-06-03"
273555,"Ortrun","Standera","Senior Staff","1995-06-07","1998-07-07"
273555,"Ortrun","Standera","Staff","1989-06-07","1995-06-07"
273561,"Susanne","McAffer","Engineer","1985-11-09","1991-11-09"
273561,"Susanne","McAffer","Senior Engineer","1991-11-09","9999-01-01"
273563,"Shaz","Ohori","Engineer","1991-10-30","1998-10-30"
273563,"Shaz","Ohori","Senior Engineer","1998-10-30","9999-01-01"
273565,"DeForest","Billawala","Engineer","1985-07-22","1985-09-09"
273568,"Mizuhito","Kilgore","Senior Staff","1995-09-16","9999-01-01"
273568,"Mizuhito","Kilgore","Staff","1988-09-15","1995-09-16"
273570,"Saniya","Halevi","Engineer","1990-10-02","1995-10-02"
273570,"Saniya","Halevi","Senior Engineer","1995-10-02","9999-01-01"
273571,"Dannz","Pokrovskii","Technique Leader","1990-04-11","1993-03-30"
273575,"Neelam","Colorni","Senior Staff","1988-12-02","9999-01-01"
273578,"Giao","Saoudi","Senior Staff","1998-04-16","1999-05-04"
273579,"Dhritiman","Salvesen","Technique Leader","1995-12-18","9999-01-01"
273593,"Ranga","Tyugu","Senior Engineer","1989-09-12","9999-01-01"
273594,"Bernd","Huttel","Technique Leader","1991-12-14","9999-01-01"
273595,"Qingxiang","Oehlmann","Staff","1995-12-16","1996-01-04"
273596,"Wuxu","Schwartzburd","Senior Engineer","1987-01-03","9999-01-01"
273597,"Takahira","Penttonen","Senior Engineer","1987-04-26","9999-01-01"
273598,"Ayakannu","Hennebert","Engineer","1998-03-18","9999-01-01"
273601,"Anwar","Seiwald","Engineer","1995-07-05","2002-07-05"
273601,"Anwar","Seiwald","Senior Engineer","2002-07-05","9999-01-01"
273617,"Theron","Nyanchama","Senior Staff","1999-10-18","9999-01-01"
273627,"Mabo","Harnett","Engineer","1994-03-13","2000-03-12"
273627,"Mabo","Harnett","Senior Engineer","2000-03-12","9999-01-01"
273631,"Richara","Perfilyeva","Staff","1995-04-19","9999-01-01"
273638,"Chikara","Farrar","Engineer","1998-07-03","9999-01-01"
273639,"Aron","Veeraraghavan","Staff","2000-01-16","2002-03-03"
273645,"Jovan","Bultermann","Engineer","1991-11-21","1998-11-21"
273645,"Jovan","Bultermann","Senior Engineer","1998-11-21","2001-08-16"
273652,"Susanta","Fujisaki","Senior Staff","2001-07-14","9999-01-01"
273652,"Susanta","Fujisaki","Staff","1996-07-14","2001-07-14"
273653,"Christfried","Nastansky","Senior Staff","1989-02-24","9999-01-01"
273654,"Taegyun","Reinhart","Senior Staff","1999-02-28","2000-07-23"
273654,"Taegyun","Reinhart","Staff","1994-02-28","1999-02-28"
273657,"Jouko","Hashii","Technique Leader","1986-05-29","9999-01-01"
273658,"Jaana","Lipner","Senior Staff","1996-11-27","9999-01-01"
273658,"Jaana","Lipner","Staff","1988-11-27","1996-11-27"
273659,"Toshimo","Smailagic","Senior Staff","1986-03-26","9999-01-01"
273661,"Alper","Heijenga","Engineer","1999-07-07","9999-01-01"
273662,"Arunachalam","Baba","Engineer","1997-12-16","9999-01-01"
273663,"Bartek","Ananiadou","Senior Staff","1995-04-29","9999-01-01"
273663,"Bartek","Ananiadou","Staff","1988-04-28","1995-04-29"
273675,"Kotesh","Teitelbaum","Staff","1997-05-03","9999-01-01"
273678,"Gro","Cronau","Senior Staff","1985-07-24","9999-01-01"
273679,"Valeska","Lieberherr","Staff","1999-02-28","9999-01-01"
273684,"Mokhtar","Bolotov","Engineer","1994-11-10","1999-03-06"
273687,"Bouchung","Beidas","Assistant Engineer","1985-10-14","1994-10-14"
273687,"Bouchung","Beidas","Engineer","1994-10-14","9999-01-01"
273688,"Kish","Lienhardt","Staff","1998-07-17","9999-01-01"
273689,"Gritta","Setia","Engineer","1989-02-06","1995-10-07"
273699,"Fumino","Lung","Staff","1998-05-28","2000-01-04"
273701,"Bernardo","Chartres","Engineer","1990-04-18","1998-04-18"
273701,"Bernardo","Chartres","Senior Engineer","1998-04-18","9999-01-01"
273703,"Youpyo","Schach","Senior Staff","1998-10-07","9999-01-01"
273703,"Youpyo","Schach","Staff","1992-10-07","1998-10-07"
273705,"Susanne","Stroustrup","Senior Staff","1998-01-23","9999-01-01"
273705,"Susanne","Stroustrup","Staff","1989-01-23","1998-01-23"
273711,"Kensyu","Rodier","Senior Staff","1992-05-29","9999-01-01"
273711,"Kensyu","Rodier","Staff","1985-05-29","1992-05-29"
273712,"Mart","Miara","Staff","1997-05-24","9999-01-01"
273718,"Padma","Nitto","Engineer","1994-03-25","2002-03-25"
273718,"Padma","Nitto","Senior Engineer","2002-03-25","9999-01-01"
273720,"Genevieve","Rettelbach","Staff","1999-07-12","9999-01-01"
273721,"Kazuhisa","Wegerle","Staff","1997-02-23","9999-01-01"
273723,"Basem","Llado","Engineer","1988-02-23","1991-02-19"
273738,"Karsten","Vakili","Senior Staff","1998-03-13","9999-01-01"
273738,"Karsten","Vakili","Staff","1991-03-13","1998-03-13"
273739,"Arnd","Stamatiou","Senior Staff","1996-08-09","1998-02-10"
273739,"Arnd","Stamatiou","Staff","1989-08-09","1996-08-09"
273740,"Youpyo","Cannata","Senior Staff","1994-02-25","9999-01-01"
273742,"Rildo","Armand","Engineer","1990-04-07","1996-04-05"
273742,"Rildo","Armand","Senior Engineer","1996-04-05","9999-01-01"
273745,"Tristan","Cusworth","Senior Staff","1996-02-02","1996-12-24"
273745,"Tristan","Cusworth","Staff","1990-02-02","1996-02-02"
273749,"Youssef","Standera","Senior Engineer","1988-05-05","9999-01-01"
273754,"Kristin","Chartres","Staff","1997-01-26","9999-01-01"
273758,"DAIDA","Peltason","Senior Staff","1985-05-16","1990-02-01"
273759,"Dzung","Hitomi","Engineer","1992-01-09","2001-01-08"
273759,"Dzung","Hitomi","Senior Engineer","2001-01-08","9999-01-01"
273762,"Masoud","Schaap","Engineer","1999-01-20","9999-01-01"
273763,"Karoline","Sgarro","Senior Staff","1996-07-16","9999-01-01"
273763,"Karoline","Sgarro","Staff","1990-07-17","1996-07-16"
273764,"Chrisa","Yurov","Technique Leader","1999-10-04","2001-11-24"
273771,"Sudhanshu","Perri","Engineer","1987-11-14","1996-11-13"
273771,"Sudhanshu","Perri","Senior Engineer","1996-11-13","9999-01-01"
273773,"Fan","Seuren","Senior Staff","1992-09-26","9999-01-01"
273773,"Fan","Seuren","Staff","1985-09-26","1992-09-26"
273778,"Maik","Landherr","Senior Staff","1995-06-19","9999-01-01"
273778,"Maik","Landherr","Staff","1988-06-18","1995-06-19"
273782,"Shooichi","Kornyak","Senior Staff","1996-10-16","9999-01-01"
273782,"Shooichi","Kornyak","Staff","1989-10-16","1996-10-16"
273783,"Geoffrey","Vesna","Engineer","1987-12-14","1993-12-13"
273783,"Geoffrey","Vesna","Senior Engineer","1993-12-13","9999-01-01"
273789,"Mona","Sewelson","Engineer","1989-01-06","1997-01-06"
273789,"Mona","Sewelson","Senior Engineer","1997-01-06","9999-01-01"
273791,"Fumitaka","Chelton","Engineer","1993-07-13","1999-07-13"
273791,"Fumitaka","Chelton","Senior Engineer","1999-07-13","9999-01-01"
273792,"Berna","McClurg","Senior Staff","1996-05-21","9999-01-01"
273792,"Berna","McClurg","Staff","1987-05-22","1996-05-21"
273795,"Jianhao","Lorho","Senior Engineer","1985-07-13","9999-01-01"
273798,"Katsuo","Gyimothy","Engineer","1987-03-31","1993-03-30"
273798,"Katsuo","Gyimothy","Senior Engineer","1993-03-30","9999-01-01"
273799,"Mandell","Schaar","Staff","1998-06-09","2001-04-20"
273814,"Sadok","Staelin","Engineer","1989-12-06","1996-12-06"
273814,"Sadok","Staelin","Senior Engineer","1996-12-06","9999-01-01"
273822,"Mana","Roison","Engineer","1987-09-04","1995-09-04"
273822,"Mana","Roison","Senior Engineer","1995-09-04","9999-01-01"
273823,"Kolar","Salinas","Senior Staff","1995-01-29","9999-01-01"
273823,"Kolar","Salinas","Staff","1988-01-29","1995-01-29"
273825,"Demin","Navazio","Engineer","1989-09-20","1995-09-20"
273825,"Demin","Navazio","Senior Engineer","1995-09-20","9999-01-01"
273829,"Marsja","Murtafg","Engineer","1991-05-02","1998-05-02"
273829,"Marsja","Murtafg","Senior Engineer","1998-05-02","9999-01-01"
